packet_rate,byte_rate,avg_packet_size,std_packet_size,udp_ratio,tcp_ratio,icmp_ratio,tcp_syn_ratio,tcp_ack_ratio,tcp_fin_ratio,unique_src_ips,unique_dst_ips,unique_flows,src_ip_entropy,dst_ip_entropy,dst_port_entropy,top_dst_port_share,top_src_ip_packet_share,top_src_ip_byte_share,dns_query_ratio,dns_response_ratio,dst_subnet_spread
5450.482367689541,2398212.241783398,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4690526503030734,12.4840166926818,26.634615384615397,91.47930361475404,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5106.73067102441,2246961.495250741,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5193.1865392604905,2285002.077274616,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2976.2347653982947,1309543.2967752498,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4710548450147745,1.735465218475485,3.736842105263158,9.400307945683704,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2514.995661632484,1106598.0911182929,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4880.786782829392,2147546.1844449327,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4234.327694620287,1863104.1856329264,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799.5806976974366,791815.5069868721,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4179.553623672992,1839003.5944161164,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6843.69011771147,3011223.651793047,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6855.8892088303855,3016591.2518853694,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6846.501437765302,3012460.632616733,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845.354958031014,1251956.1815336463,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6865.774116031583,3020940.611053896,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2987.3485787689137,1314433.3746583222,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6876.16035205941,3025510.5549061405,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000.0,880000000.0,660.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6155.171883174838,2708275.6285969284,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4892.846658185732,2152852.529601722,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2703.68918389142,1189623.2409122249,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800.14000700035,1232061.603080154,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2930.317060305925,1289339.5065346071,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3152.237300423976,1386984.4121865493,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3752.9085040906702,1651279.741799895,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420.848104233417,625173.1658627035,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.494504671139691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1878.5339920725864,826554.956511938,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1861.001777256697,818840.7819929469,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.006018423073911,2202.6481061525205,441.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162.746688294133,951608.5428494188,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3718.301479883989,1636052.651148955,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238.789262766696,985067.2756173462,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666666.6666666666,293333333.3333333,660.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6580.462606521239,2895403.546869345,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3266.852877280672,1437415.2660034955,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6672.0042700827335,2935681.8788364027,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4656.577415599534,2048894.062863795,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318.8523346983454,580295.027267272,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4208.577080089221,1851773.9152392573,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3910.450679440805,1720598.2989539544,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6397.338707097848,2814829.031123053,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5054.334091483447,2223907.0002527167,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6514.87019121144,2866542.884133033,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4606.17227084293,2026715.799170889,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6656.903208627346,2929037.4117960325,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6494.349915573451,2857513.9628523183,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3408.4905499599504,1499735.8419823782,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5642.279480910288,2482602.9716005265,442.9333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6512.748705591195,2865609.4304601257,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4054.821182385857,1784121.320249777,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4614.994115882502,2030597.410988301,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087.8352280438025,918647.5003392732,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3625.290023201856,1595127.6102088166,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3070.9701194607374,1351226.8525627244,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005.1237359698284,1322254.4438267243,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5196.154845414393,2286308.131982333,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5362.936744161103,2359692.167430885,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3325.0207813798834,1463009.1438071488,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4433.01711144605,1950527.5290362616,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3942.6735269186033,1734776.3518441855,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000000.0,440000000.0,660.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399.7621415257922,175895.34227134858,441.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444.2108865152886,1075452.790066727,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071.6586735169512,911529.8163474586,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692.2334943775545,744582.7375261239,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4287404643545753,0.2091416899290611,0.5121951219512195,0.5060608273474739,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4288108918133861,0.2091760447870176,0.5121951219512195,0.5060608273474739,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4288805662813471,0.2092100323323644,0.5121951219512195,0.5060608273474739,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2694.9819436209777,1185792.0551932305,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4395569801480997,0.5337477616084068,1.238095238095238,4.67800394722285,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4293721193057978,0.2094498142955111,0.5121951219512195,0.5060608273474739,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612.193720286297,1149365.2369259703,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4295819565100657,0.2095521739073491,0.5121951219512195,0.5060608273474739,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4296521609460228,0.2095864199736696,0.5121951219512195,0.5060608273474739,0.0,1.0,0.0,0.0,0.0,0.0,4.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0230116234580655,6.138069740748395,6.090909090909091,11.88167675137825,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4704.0007526401205,2069760.331161653,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4365.668383829565,1920894.0888850084,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5489.378053466542,2415326.3435252784,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4798603099217228,21.250956582247728,44.30357142857143,164.8118088330659,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4741551740186922,1.746887483226761,3.736842105263158,9.400307945683704,0.0,1.0,0.0,0.0,0.0,0.0,4.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5678.430481814826,2498509.4119985234,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4407074088424269,0.7659914487023134,1.761904761904762,8.021772697434297,0.0,1.0,0.0,0.0,0.0,0.0,4.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4747295584387964,1.7490036363534602,3.736842105263158,9.400307945683704,0.0,1.0,0.0,0.0,0.0,0.0,4.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165.322362366697,952741.8394413468,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6597441246716635,170.33090084561076,258.18987341772146,668.8004270589078,0.0,1.0,0.0,0.0,0.0,0.0,4.0,13.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3793.554750478937,1669164.090210732,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7113.387395077536,3129890.453834116,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0560852924769932,58.10461722382854,56.66981132075472,58.63758994605519,0.0,1.0,0.0,0.0,0.0,0.0,4.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504.1778539894558,661838.2557553605,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3835.9001898770593,1687796.0835459062,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5696339908428611,1.7832020582906958,3.1739130434782608,8.624934362279124,0.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5696366854743363,1.783210493658792,3.1739130434782608,8.624934362279124,0.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4847.544718600028,2132919.676184013,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4312722220244097,0.2103766936704437,0.5121951219512195,0.5060608273474739,0.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067.01122342986,2229484.938309138,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3693452419033257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5155.1706361480565,2268275.079905145,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5448.848930663397,2397493.529491895,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5415.651232060655,2382886.5421066885,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4414.621225498852,1942433.3392194952,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000000.0,880000000.0,660.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3736.432081005848,1644030.115642573,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4379127829754607,0.7611341227906818,1.761904761904762,8.021772697434297,0.0,1.0,0.0,0.0,0.0,0.0,5.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4237.108597093344,1864327.782721071,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5421.523448088913,2385470.317159122,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4529.088068117485,1992798.7499716931,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2384.898820667533,1049355.4810937145,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5063.932143309279,2228130.143056083,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3575.83451037886,1573367.1845666985,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5386.04475803194,2369859.6935340534,442.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
